,observer,date,bird.id,lower.cam.id,upper.cam.id,tree.sp,n.fruits.init,n.fruits.final,fruit.location,n.trees.collected,time.fruit.added,time.first.consumed,time.last.consumed,time.fruit.removed,time.paper1.removed,time.paper2.removed,time.paper3.removed,pile.id,n.seeds.pile,time.pile,handling.method,notes,bird.sp,mid,gpt
673,jb,20160718,mist10,ebl6,NA,premna,10,0,lau lau,1,NA,1899-12-31 12:23:00,1899-12-31 12:24:00,NA,NA,NA,NA,l,2,1899-12-31 12:58:00,passed,NA,mist,0.5,34.99166667
673.1,jb,20160718,mist10,ebl6,NA,premna,10,0,lau lau,1,NA,1899-12-31 12:23:00,1899-12-31 12:24:00,NA,NA,NA,NA,l,2,1899-12-31 12:58:00,passed,NA,mist,0.5,34.99166667
674,jb,20160718,mist10,ebl6,NA,premna,10,0,lau lau,1,NA,1899-12-31 12:23:00,1899-12-31 12:24:00,NA,NA,NA,NA,r,2,1899-12-31 13:03:00,passed,NA,mist,0.5,39.99166667
674.1,jb,20160718,mist10,ebl6,NA,premna,10,0,lau lau,1,NA,1899-12-31 12:23:00,1899-12-31 12:24:00,NA,NA,NA,NA,r,2,1899-12-31 13:03:00,passed,NA,mist,0.5,39.99166667
675,jb,20160718,mist10,ebl6,NA,premna,10,0,lau lau,1,NA,1899-12-31 12:23:00,1899-12-31 12:24:00,NA,NA,NA,NA,u,1,1899-12-31 13:05:00,passed,NA,mist,0.5,41.99166667
676,jb,20160718,mist10,ebl6,NA,premna,10,0,lau lau,1,NA,1899-12-31 12:23:00,1899-12-31 12:24:00,NA,NA,NA,NA,l,2,1899-12-31 13:36:00,passed,NA,mist,0.5,72.99166667
676.1,jb,20160718,mist10,ebl6,NA,premna,10,0,lau lau,1,NA,1899-12-31 12:23:00,1899-12-31 12:24:00,NA,NA,NA,NA,l,2,1899-12-31 13:36:00,passed,NA,mist,0.5,72.99166667
677,jb,20160718,mist11,ebl3,NA,premna,10,0,lau lau,1,NA,1899-12-31 12:20:00,1899-12-31 12:21:00,NA,NA,NA,NA,d,2,1899-12-31 12:41:00,passed,NA,mist,0.5,20.99166667
677.1,jb,20160718,mist11,ebl3,NA,premna,10,0,lau lau,1,NA,1899-12-31 12:20:00,1899-12-31 12:21:00,NA,NA,NA,NA,d,2,1899-12-31 12:41:00,passed,NA,mist,0.5,20.99166667
678,jb,20160718,mist11,ebl3,NA,premna,10,0,lau lau,1,NA,1899-12-31 12:20:00,1899-12-31 12:21:00,NA,NA,NA,NA,b,1,1899-12-31 12:42:00,passed,NA,mist,0.5,21.99166667
679,jb,20160718,mist11,ebl3,NA,premna,10,0,lau lau,1,NA,1899-12-31 12:20:00,1899-12-31 12:21:00,NA,NA,NA,NA,c,1,1899-12-31 12:54:00,passed,NA,mist,0.5,33.99166667
680,jb,20160718,mist11,ebl3,NA,premna,10,0,lau lau,1,NA,1899-12-31 12:20:00,1899-12-31 12:21:00,NA,NA,NA,NA,m,1,1899-12-31 13:14:00,passed,NA,mist,0.5,53.99166667
681,jb,20160718,mist11,ebl3,NA,premna,10,0,lau lau,1,NA,1899-12-31 12:20:00,1899-12-31 12:21:00,NA,NA,NA,NA,f,2,1899-12-31 13:38:00,passed,NA,mist,0.5,77.99166667
681.1,jb,20160718,mist11,ebl3,NA,premna,10,0,lau lau,1,NA,1899-12-31 12:20:00,1899-12-31 12:21:00,NA,NA,NA,NA,f,2,1899-12-31 13:38:00,passed,NA,mist,0.5,77.99166667
682,jb,20160718,mist11,ebl3,NA,premna,10,0,lau lau,1,NA,1899-12-31 12:20:00,1899-12-31 12:21:00,NA,NA,NA,NA,o,1,1899-12-31 13:31:00,passed,NA,mist,0.5,70.99166667
683,jb,20160718,mist11,ebl3,NA,premna,10,0,lau lau,1,NA,1899-12-31 12:20:00,1899-12-31 12:21:00,NA,NA,NA,NA,o,1,1899-12-31 13:38:00,passed,NA,mist,0.5,77.99166667
684,jb,20160718,mist11,ebl3,NA,premna,10,0,lau lau,1,NA,1899-12-31 12:20:00,1899-12-31 12:21:00,NA,NA,NA,NA,n,1,1899-12-31 14:10:00,passed,NA,mist,0.5,109.9916667
685,jb,20160719,mist10,ebl5,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 07:14:00,1899-12-31 07:17:00,NA,NA,NA,NA,c,1,1899-12-31 07:42:00,passed,NA,mist,1.5,27.975
686,jb,20160719,mist10,ebl5,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 07:14:00,1899-12-31 07:17:00,NA,NA,NA,NA,c,1,1899-12-31 08:25:00,passed,NA,mist,1.5,70.975
687,jb,20160719,mist10,ebl5,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 07:14:00,1899-12-31 07:17:00,NA,NA,NA,NA,c,2,1899-12-31 08:29:00,passed,NA,mist,1.5,74.975
687.1,jb,20160719,mist10,ebl5,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 07:14:00,1899-12-31 07:17:00,NA,NA,NA,NA,c,2,1899-12-31 08:29:00,passed,NA,mist,1.5,74.975
688,jb,20160719,mist10,ebl5,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 07:14:00,1899-12-31 07:17:00,NA,NA,NA,NA,c,1,1899-12-31 08:38:00,passed,NA,mist,1.5,83.975
689,jb,20160719,mafd7,ebl6,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 09:22:00,1899-12-31 09:24:00,NA,NA,NA,NA,a,1,1899-12-31 09:47:00,passed,NA,mafd,1,24.98333333
690,jb,20160719,mafd7,ebl6,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 09:22:00,1899-12-31 09:24:00,NA,NA,NA,NA,a,1,1899-12-31 10:09:00,passed,NA,mafd,1,46.98333333
691,jb,20160719,mafd7,ebl6,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 09:22:00,1899-12-31 09:24:00,NA,NA,NA,NA,d,2,1899-12-31 10:09:00,passed,NA,mafd,1,46.98333333
691.1,jb,20160719,mafd7,ebl6,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 09:22:00,1899-12-31 09:24:00,NA,NA,NA,NA,d,2,1899-12-31 10:09:00,passed,NA,mafd,1,46.98333333
692,jb,20160719,mafd7,ebl6,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 09:22:00,1899-12-31 09:24:00,NA,NA,NA,NA,l,1,1899-12-31 10:37:00,passed,NA,mafd,1,74.98333333
693,jb,20160719,mist12,ebl4,NA,eugenia p.,6,0,ladt,1,NA,1899-12-31 09:41:00,1899-12-31 09:43:00,NA,NA,NA,NA,f,1,1899-12-31 09:49:00,regurg,NA,mist,1,7.983333333
694,jb,20160719,mist12,ebl4,NA,eugenia p.,6,0,ladt,1,NA,1899-12-31 09:41:00,1899-12-31 09:43:00,NA,NA,NA,NA,f,1,1899-12-31 09:50:00,regurg,NA,mist,1,8.983333333
695,jb,20160719,mist12,ebl4,NA,eugenia p.,6,0,ladt,1,NA,1899-12-31 09:41:00,1899-12-31 09:43:00,NA,NA,NA,NA,i,1,1899-12-31 10:14:00,passed,NA,mist,1,32.98333333
696,jb,20160719,mist12,ebl4,NA,eugenia p.,6,0,ladt,1,NA,1899-12-31 09:41:00,1899-12-31 09:43:00,NA,NA,NA,NA,k,1,1899-12-31 10:18:00,passed,NA,mist,1,36.98333333
697,jb,20160719,mist12,ebl4,NA,eugenia p.,6,0,ladt,1,NA,1899-12-31 09:41:00,1899-12-31 09:43:00,NA,NA,NA,NA,h,1,1899-12-31 10:18:00,passed,NA,mist,1,36.98333333
698,jb,20160719,mist12,ebl4,NA,eugenia p.,6,0,ladt,1,NA,1899-12-31 09:41:00,1899-12-31 09:43:00,NA,NA,NA,NA,b,1,1899-12-31 10:19:00,passed,NA,mist,1,37.98333333
699,jb,20160719,mafd6,ebl3,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 07:28:00,1899-12-31 07:30:00,NA,NA,NA,NA,e,2,1899-12-31 08:31:00,passed,NA,mafd,1,62.98333333
699.1,jb,20160719,mafd6,ebl3,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 07:28:00,1899-12-31 07:30:00,NA,NA,NA,NA,e,2,1899-12-31 08:31:00,passed,NA,mafd,1,62.98333333
700,jb,20160719,mafd6,ebl3,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 07:28:00,1899-12-31 07:30:00,NA,NA,NA,NA,c,1,1899-12-31 08:33:00,passed,NA,mafd,1,64.98333333
701,jb,20160719,mafd6,ebl3,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 07:28:00,1899-12-31 07:30:00,NA,NA,NA,NA,b,1,1899-12-31 08:40:00,passed,NA,mafd,1,71.98333333
702,jb,20160719,mafd6,ebl3,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 07:28:00,1899-12-31 07:30:00,NA,NA,NA,NA,b,1,1899-12-31 08:42:00,passed,NA,mafd,1,73.98333333
703,jb,20160719,mafd7,ebl6,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 07:34:00,1899-12-31 07:35:00,NA,NA,NA,NA,d,1,1899-12-31 08:34:00,passed,NA,mafd,0.5,59.99166667
704,jb,20160719,mafd7,ebl6,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 07:34:00,1899-12-31 07:35:00,NA,NA,NA,NA,d,1,1899-12-31 08:41:00,passed,NA,mafd,0.5,66.99166667
705,jb,20160719,mafd7,ebl6,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 07:34:00,1899-12-31 07:35:00,NA,NA,NA,NA,k,2,1899-12-31 08:44:00,passed,NA,mafd,0.5,69.99166667
705.1,jb,20160719,mafd7,ebl6,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 07:34:00,1899-12-31 07:35:00,NA,NA,NA,NA,k,2,1899-12-31 08:44:00,passed,NA,mafd,0.5,69.99166667
706,jb,20160719,mafd7,ebl6,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 07:34:00,1899-12-31 07:35:00,NA,NA,NA,NA,m,1,1899-12-31 08:46:00,passed,NA,mafd,0.5,71.99166667
707,jb,20160719,mist12,ebl4,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 07:02:00,1899-12-31 07:04:00,NA,NA,NA,NA,f,1,1899-12-31 08:10:00,passed,NA,mist,1,67.98333333
708,jb,20160719,mist12,ebl4,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 07:02:00,1899-12-31 07:04:00,NA,NA,NA,NA,f,1,1899-12-31 08:14:00,passed,NA,mist,1,71.98333333
709,jb,20160719,mist12,ebl4,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 07:02:00,1899-12-31 07:04:00,NA,NA,NA,NA,c,1,1899-12-31 08:32:00,passed,NA,mist,1,89.98333333
710,jb,20160719,mist12,ebl4,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 07:02:00,1899-12-31 07:04:00,NA,NA,NA,NA,c,1,1899-12-31 08:37:00,passed,NA,mist,1,94.98333333
711,jb,20160719,mist12,ebl4,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 07:02:00,1899-12-31 07:04:00,NA,NA,NA,NA,c,1,1899-12-31 08:45:00,passed,NA,mist,1,102.9833333
712,jb,20160719,mafd5,ebl1,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 07:24:00,1899-12-31 07:24:00,NA,NA,NA,NA,c,1,1899-12-31 08:24:00,passed,NA,mafd,0,60
713,jb,20160719,mafd5,ebl1,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 07:24:00,1899-12-31 07:24:00,NA,NA,NA,NA,f,2,1899-12-31 08:24:00,passed,NA,mafd,0,60
713.1,jb,20160719,mafd5,ebl1,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 07:24:00,1899-12-31 07:24:00,NA,NA,NA,NA,f,2,1899-12-31 08:24:00,passed,NA,mafd,0,60
714,jb,20160719,mafd5,ebl1,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 07:24:00,1899-12-31 07:24:00,NA,NA,NA,NA,b,1,1899-12-31 08:31:00,passed,NA,mafd,0,67
715,jb,20160719,mafd5,ebl1,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 07:24:00,1899-12-31 07:24:00,NA,NA,NA,NA,c,1,1899-12-31 08:31:00,passed,NA,mafd,0,67
716,jb,20160719,mafd6,ebl3,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 09:19:00,1899-12-31 09:20:00,NA,NA,NA,NA,n,1,1899-12-31 10:20:00,passed,NA,mafd,0.5,60.99166667
717,jb,20160719,mafd6,ebl3,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 09:19:00,1899-12-31 09:20:00,NA,NA,NA,NA,q,1,1899-12-31 10:20:00,passed,NA,mafd,0.5,60.99166667
718,jb,20160719,mafd6,ebl3,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 09:19:00,1899-12-31 09:20:00,NA,NA,NA,NA,l,1,1899-12-31 10:23:00,passed,NA,mafd,0.5,63.99166667
719,jb,20160719,mafd6,ebl3,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 09:19:00,1899-12-31 09:20:00,NA,NA,NA,NA,n,1,1899-12-31 10:23:00,passed,NA,mafd,0.5,63.99166667
720,jb,20160719,mafd6,ebl3,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 09:19:00,1899-12-31 09:20:00,NA,NA,NA,NA,n,1,1899-12-31 10:26:00,passed,NA,mafd,0.5,66.99166667
721,jb,20160719,mafd5,ebl1,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 09:14:00,1899-12-31 09:15:00,NA,NA,NA,NA,f,2,1899-12-31 09:36:00,passed,NA,mafd,0.5,21.99166667
721.1,jb,20160719,mafd5,ebl1,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 09:14:00,1899-12-31 09:15:00,NA,NA,NA,NA,f,2,1899-12-31 09:36:00,passed,NA,mafd,0.5,21.99166667
722,jb,20160719,mafd5,ebl1,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 09:14:00,1899-12-31 09:15:00,NA,NA,NA,NA,f,1,1899-12-31 09:40:00,passed,NA,mafd,0.5,25.99166667
723,jb,20160719,mafd5,ebl1,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 09:14:00,1899-12-31 09:15:00,NA,NA,NA,NA,k,1,1899-12-31 09:57:00,passed,NA,mafd,0.5,42.99166667
724,jb,20160719,mafd5,ebl1,NA,eugenia p.,5,0,ladt,1,NA,1899-12-31 09:14:00,1899-12-31 09:15:00,NA,NA,NA,NA,g,1,1899-12-31 10:17:00,passed,NA,mafd,0.5,62.99166667
725,jb,20160719,gowe3,ebl2,NA,premna,10,7,lau lau,1,1899-12-31 08:44:00,1899-12-31 08:46:00,1899-12-31 08:47:00,1899-12-31 08:58:00,NA,NA,NA,d,1,1899-12-31 09:20:00,passed,NA,gowe,0.5,33.99166667
726,jb,20160719,gowe3,ebl2,NA,premna,10,7,lau lau,1,1899-12-31 08:44:00,1899-12-31 08:46:00,1899-12-31 08:47:00,1899-12-31 08:58:00,NA,NA,NA,d,1,1899-12-31 09:21:00,passed,NA,gowe,0.5,34.99166667
727,jb,20160719,gowe3,ebl2,NA,premna,10,7,lau lau,1,1899-12-31 08:44:00,1899-12-31 08:46:00,1899-12-31 08:47:00,1899-12-31 08:58:00,NA,NA,NA,c,1,1899-12-31 09:38:00,passed,NA,gowe,0.5,51.99166667
728,jb,20160719,gowe3,ebl2,NA,premna,10,5,lau lau,1,1899-12-31 07:52:00,1899-12-31 07:53:00,1899-12-31 07:58:00,1899-12-31 08:04:00,NA,NA,NA,d,2,1899-12-31 08:20:00,passed,NA,gowe,2.5,26.95833333
728.1,jb,20160719,gowe3,ebl2,NA,premna,10,5,lau lau,1,1899-12-31 07:52:00,1899-12-31 07:53:00,1899-12-31 07:58:00,1899-12-31 08:04:00,NA,NA,NA,d,2,1899-12-31 08:20:00,passed,NA,gowe,2.5,26.95833333
729,jb,20160719,gowe3,ebl2,NA,premna,10,5,lau lau,1,1899-12-31 07:52:00,1899-12-31 07:53:00,1899-12-31 07:58:00,1899-12-31 08:04:00,NA,NA,NA,c,1,1899-12-31 08:22:00,passed,NA,gowe,2.5,28.95833333
730,jb,20160719,gowe3,ebl2,NA,premna,10,5,lau lau,1,1899-12-31 07:52:00,1899-12-31 07:53:00,1899-12-31 07:58:00,1899-12-31 08:04:00,NA,NA,NA,c,1,1899-12-31 08:24:00,passed,NA,gowe,2.5,30.95833333
731,jb,20160719,gowe3,ebl2,NA,premna,10,5,lau lau,1,1899-12-31 07:52:00,1899-12-31 07:53:00,1899-12-31 07:58:00,1899-12-31 08:04:00,NA,NA,NA,c,1,1899-12-31 08:25:00,passed,NA,gowe,2.5,31.95833333
732,jb,20160719,gowe3,ebl2,NA,premna,10,3,ladt,1,1899-12-31 10:02:00,1899-12-31 10:03:00,1899-12-31 10:07:00,1899-12-31 10:14:00,NA,NA,NA,j,1,1899-12-31 10:26:00,passed,NA,gowe,2,22.96666667
733,jb,20160719,gowe3,ebl2,NA,premna,10,3,ladt,1,1899-12-31 10:02:00,1899-12-31 10:03:00,1899-12-31 10:07:00,1899-12-31 10:14:00,NA,NA,NA,j,1,1899-12-31 10:28:00,passed,NA,gowe,2,24.96666667
734,jb,20160719,gowe3,ebl2,NA,premna,10,3,ladt,1,1899-12-31 10:02:00,1899-12-31 10:03:00,1899-12-31 10:07:00,1899-12-31 10:14:00,NA,NA,NA,j,1,1899-12-31 10:30:00,passed,NA,gowe,2,26.96666667
735,jb,20160719,gowe3,ebl2,NA,premna,10,3,ladt,1,1899-12-31 10:02:00,1899-12-31 10:03:00,1899-12-31 10:07:00,1899-12-31 10:14:00,NA,NA,NA,j,1,1899-12-31 10:32:00,passed,NA,gowe,2,28.96666667
736,jb,20160719,gowe3,ebl2,NA,premna,10,3,ladt,1,1899-12-31 10:02:00,1899-12-31 10:03:00,1899-12-31 10:07:00,1899-12-31 10:14:00,NA,NA,NA,j,1,1899-12-31 10:35:00,passed,NA,gowe,2,31.96666667
737,jb,20160719,gowe3,ebl2,NA,premna,10,3,ladt,1,1899-12-31 10:02:00,1899-12-31 10:03:00,1899-12-31 10:07:00,1899-12-31 10:14:00,NA,NA,NA,c,1,1899-12-31 10:39:00,passed,NA,gowe,2,35.96666667
739,jb,20160719,gowe3,ebl2,NA,premna,10,3,ladt,1,1899-12-31 10:02:00,1899-12-31 10:03:00,1899-12-31 10:07:00,1899-12-31 10:14:00,NA,NA,NA,k,1,1899-12-31 10:53:00,passed,NA,gowe,2,49.96666667
740,jb,20160719,mist10,ebl5,NA,eugenia p.,4,0,ladt,1,NA,1899-12-31 09:47:00,1899-12-31 09:48:00,NA,NA,NA,NA,c,1,1899-12-31 10:02:00,passed,NA,mist,0.5,14.99166667
741,jb,20160719,mist10,ebl5,NA,eugenia p.,4,0,ladt,1,NA,1899-12-31 09:47:00,1899-12-31 09:48:00,NA,NA,NA,NA,c,1,1899-12-31 10:18:00,passed,NA,mist,0.5,30.99166667
742,jb,20160719,mist10,ebl5,NA,eugenia p.,4,0,ladt,1,NA,1899-12-31 09:47:00,1899-12-31 09:48:00,NA,NA,NA,NA,f,1,1899-12-31 10:37:00,passed,NA,mist,0.5,49.99166667
743,jb,20160719,mist10,ebl5,NA,eugenia p.,4,0,ladt,1,NA,1899-12-31 09:47:00,1899-12-31 09:48:00,NA,NA,NA,NA,off grid,1,1899-12-31 10:38:00,passed,NA,mist,0.5,50.99166667
878,as,20160721,mist12,ebl4,NA,aglaia,4,3,marpi,1,1899-12-31 13:42:00,1899-12-31 13:48:00,1899-12-31 13:48:00,1899-12-31 13:49:00,NA,NA,NA,off,1,1899-12-31 13:59:00,regurg,NA,mist,0,11
959,jb ,20160724,gowe1,ebl1,NA,melano,12,0,lau lau,6,NA,1899-12-31 10:25:00,1899-12-31 10:27:00,NA,NA,NA,NA,c,1,1899-12-31 10:50:00,passed,NA,gowe,1,24.98333333
960,jb ,20160724,gowe1,ebl1,NA,melano,12,0,lau lau,6,NA,1899-12-31 10:25:00,1899-12-31 10:27:00,NA,NA,NA,NA,b,2,1899-12-31 10:53:00,passed,NA,gowe,1,27.98333333
960.1,jb ,20160724,gowe1,ebl1,NA,melano,12,0,lau lau,6,NA,1899-12-31 10:25:00,1899-12-31 10:27:00,NA,NA,NA,NA,b,2,1899-12-31 10:53:00,passed,NA,gowe,1,27.98333333
961,jb ,20160724,gowe1,ebl1,NA,melano,12,0,lau lau,6,NA,1899-12-31 10:25:00,1899-12-31 10:27:00,NA,NA,NA,NA,n,1,1899-12-31 10:54:00,passed,NA,gowe,1,28.98333333
962,jb ,20160724,gowe1,ebl1,NA,melano,12,0,lau lau,6,NA,1899-12-31 10:25:00,1899-12-31 10:27:00,NA,NA,NA,NA,r,1,1899-12-31 11:00:00,passed,NA,gowe,1,34.98333333
963,jb ,20160724,gowe1,ebl1,NA,melano,12,0,lau lau,6,NA,1899-12-31 10:25:00,1899-12-31 10:27:00,NA,NA,NA,NA,r,2,1899-12-31 11:05:00,passed,NA,gowe,1,39.98333333
963.1,jb ,20160724,gowe1,ebl1,NA,melano,12,0,lau lau,6,NA,1899-12-31 10:25:00,1899-12-31 10:27:00,NA,NA,NA,NA,r,2,1899-12-31 11:05:00,passed,NA,gowe,1,39.98333333
964,jb ,20160724,gowe1,ebl1,NA,melano,12,0,lau lau,6,NA,1899-12-31 10:25:00,1899-12-31 10:27:00,NA,NA,NA,NA,r,1,1899-12-31 11:07:00,passed,NA,gowe,1,41.98333333
965,jb ,20160724,gowe1,ebl1,NA,melano,12,0,lau lau,6,NA,1899-12-31 10:25:00,1899-12-31 10:27:00,NA,NA,NA,NA,c,1,1899-12-31 11:15:00,passed,NA,gowe,1,49.98333333
966,jb ,20160724,gowe1,ebl1,NA,melano,12,0,lau lau,6,NA,1899-12-31 10:25:00,1899-12-31 10:27:00,NA,NA,NA,NA,c,2,1899-12-31 11:16:00,passed,NA,gowe,1,50.98333333
966.1,jb ,20160724,gowe1,ebl1,NA,melano,12,0,lau lau,6,NA,1899-12-31 10:25:00,1899-12-31 10:27:00,NA,NA,NA,NA,c,2,1899-12-31 11:16:00,passed,NA,gowe,1,50.98333333
967,jb ,20160724,gowe1,ebl1,NA,melano,12,0,lau lau,6,NA,1899-12-31 10:25:00,1899-12-31 10:27:00,NA,NA,NA,NA,c,1,1899-12-31 11:20:00,passed,NA,gowe,1,54.98333333
968,jb,20160724,gowe2,ebl2,NA,melano,12,0,lau lau,6,NA,1899-12-31 10:31:00,1899-12-31 10:34:00,NA,NA,NA,NA,b,2,1899-12-31 10:52:00,passed,NA,gowe,1.5,20.975
968.1,jb,20160724,gowe2,ebl2,NA,melano,12,0,lau lau,6,NA,1899-12-31 10:31:00,1899-12-31 10:34:00,NA,NA,NA,NA,b,2,1899-12-31 10:52:00,passed,NA,gowe,1.5,20.975
969,jb,20160724,gowe2,ebl2,NA,melano,12,0,lau lau,6,NA,1899-12-31 10:31:00,1899-12-31 10:34:00,NA,NA,NA,NA,b,2,1899-12-31 10:56:00,passed,NA,gowe,1.5,24.975
969.1,jb,20160724,gowe2,ebl2,NA,melano,12,0,lau lau,6,NA,1899-12-31 10:31:00,1899-12-31 10:34:00,NA,NA,NA,NA,b,2,1899-12-31 10:56:00,passed,NA,gowe,1.5,24.975
970,jb,20160724,gowe2,ebl2,NA,melano,12,0,lau lau,6,NA,1899-12-31 10:31:00,1899-12-31 10:34:00,NA,NA,NA,NA,c,1,1899-12-31 11:02:00,passed,NA,gowe,1.5,30.975
971,jb,20160724,gowe2,ebl2,NA,melano,12,0,lau lau,6,NA,1899-12-31 10:31:00,1899-12-31 10:34:00,NA,NA,NA,NA,f,1,1899-12-31 11:05:00,passed,NA,gowe,1.5,33.975
972,jb,20160724,gowe2,ebl2,NA,melano,12,0,lau lau,6,NA,1899-12-31 10:31:00,1899-12-31 10:34:00,NA,NA,NA,NA,f,2,1899-12-31 11:19:00,passed,NA,gowe,1.5,47.975
972.1,jb,20160724,gowe2,ebl2,NA,melano,12,0,lau lau,6,NA,1899-12-31 10:31:00,1899-12-31 10:34:00,NA,NA,NA,NA,f,2,1899-12-31 11:19:00,passed,NA,gowe,1.5,47.975
973,jb,20160724,gowe2,ebl2,NA,melano,12,0,lau lau,6,NA,1899-12-31 10:31:00,1899-12-31 10:34:00,NA,NA,NA,NA,c,2,1899-12-31 11:24:00,passed,NA,gowe,1.5,52.975
973.1,jb,20160724,gowe2,ebl2,NA,melano,12,0,lau lau,6,NA,1899-12-31 10:31:00,1899-12-31 10:34:00,NA,NA,NA,NA,c,2,1899-12-31 11:24:00,passed,NA,gowe,1.5,52.975
974,jb,20160724,gowe2,ebl2,NA,melano,12,0,lau lau,6,NA,1899-12-31 10:31:00,1899-12-31 10:34:00,NA,NA,NA,NA,b,1,1899-12-31 11:27:00,passed,NA,gowe,1.5,55.975
975,jb,20160724,gowe2,ebl2,NA,melano,12,0,lau lau,6,NA,1899-12-31 10:31:00,1899-12-31 10:34:00,NA,NA,NA,NA,f,1,1899-12-31 11:35:00,passed,NA,gowe,1.5,63.975
976,jb,20160724,gowe3,ebl3,NA,melano,12,0,lau lau,6,NA,1899-12-31 10:37:00,1899-12-31 10:40:00,NA,NA,NA,NA,c,1,1899-12-31 11:07:00,passed,NA,gowe,1.5,29.975
977,jb,20160724,gowe3,ebl3,NA,melano,12,0,lau lau,6,NA,1899-12-31 10:37:00,1899-12-31 10:40:00,NA,NA,NA,NA,c,1,1899-12-31 11:13:00,passed,NA,gowe,1.5,35.975
978,jb,20160724,gowe3,ebl3,NA,melano,12,0,lau lau,6,NA,1899-12-31 10:37:00,1899-12-31 10:40:00,NA,NA,NA,NA,c,1,1899-12-31 11:15:00,passed,NA,gowe,1.5,37.975
979,jb,20160724,gowe3,ebl3,NA,melano,12,0,lau lau,6,NA,1899-12-31 10:37:00,1899-12-31 10:40:00,NA,NA,NA,NA,b,2,1899-12-31 11:19:00,passed,NA,gowe,1.5,41.975
979.1,jb,20160724,gowe3,ebl3,NA,melano,12,0,lau lau,6,NA,1899-12-31 10:37:00,1899-12-31 10:40:00,NA,NA,NA,NA,b,2,1899-12-31 11:19:00,passed,NA,gowe,1.5,41.975
980,jb,20160724,gowe3,ebl3,NA,melano,12,0,lau lau,6,NA,1899-12-31 10:37:00,1899-12-31 10:40:00,NA,NA,NA,NA,f,2,1899-12-31 11:28:00,passed,NA,gowe,1.5,50.975
980.1,jb,20160724,gowe3,ebl3,NA,melano,12,0,lau lau,6,NA,1899-12-31 10:37:00,1899-12-31 10:40:00,NA,NA,NA,NA,f,2,1899-12-31 11:28:00,passed,NA,gowe,1.5,50.975
981,jb,20160724,gowe3,ebl3,NA,melano,12,0,lau lau,6,NA,1899-12-31 10:37:00,1899-12-31 10:40:00,NA,NA,NA,NA,f,2,1899-12-31 11:29:00,passed,NA,gowe,1.5,51.975
981.1,jb,20160724,gowe3,ebl3,NA,melano,12,0,lau lau,6,NA,1899-12-31 10:37:00,1899-12-31 10:40:00,NA,NA,NA,NA,f,2,1899-12-31 11:29:00,passed,NA,gowe,1.5,51.975
982,jb,20160724,gowe3,ebl3,NA,melano,12,0,lau lau,6,NA,1899-12-31 10:37:00,1899-12-31 10:40:00,NA,NA,NA,NA,c,1,1899-12-31 11:34:00,passed,NA,gowe,1.5,56.975
983,jb,20160724,gowe3,ebl3,NA,melano,12,0,lau lau,6,NA,1899-12-31 10:37:00,1899-12-31 10:40:00,NA,NA,NA,NA,c,2,1899-12-31 11:42:00,passed,NA,gowe,1.5,64.975
